bot_id,bot_name,strategy,base_bet,starting_pool,table_max,rounds_played,rounds_capped,final_playing_pool,final_winnings,final_total,net_profit
1814,Myles Simmons,paroli,100.0,100000.0,50000.0,1159,0,0.0,95400.0,95400.0,-4600.0
1815,Reagan Santos,paroli,100.0,100000.0,50000.0,1158,0,0.0,98200.0,98200.0,-1800.0
1816,Walker Greene,paroli,100.0,100000.0,50000.0,1166,3,0.0,97900.0,97900.0,-2100.0
1817,Selena Horton,paroli,100.0,100000.0,50000.0,1138,0,0.0,90000.0,90000.0,-10000.0
1818,Garrett Macias,paroli,100.0,100000.0,50000.0,1123,1,0.0,92400.0,92400.0,-7600.0
1819,Adley Farmer,paroli,100.0,100000.0,50000.0,1162,1,0.0,97900.0,97900.0,-2100.0
1820,Jamison Saunders,paroli,100.0,100000.0,50000.0,1111,0,0.0,83600.0,83600.0,-16400.0
1821,Meadow Quintana,paroli,100.0,100000.0,50000.0,1151,0,0.0,94300.0,94300.0,-5700.0
1822,Kelvin O’Connell,paroli,100.0,100000.0,50000.0,1183,1,0.0,103500.0,103500.0,3500.0
1823,Jillian Shields,paroli,100.0,100000.0,50000.0,1080,0,0.0,87800.0,87800.0,-12200.0
